AIMed_d30@1	NN IN JJ PROTEINT1 CC PRP$ NN NN IN PROTEINT2
AIMed_d32@2	PRP VBP VBN RB IN NN IN DT JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 VBZ JJ IN VBG PROTEINT0 NN IN NN IN NN VBD IN DT JJ NN IN PROTEINT1 NN TO DT NNP JJ JJ NN IN DT PROTEINT2 PROTEINT0 PROTEINT0 CC PROTEINT0 CC DT JJ NN TO JJ JJ NN VBN IN NN NNS
AIMed_d32@2	PRP VBP VBN RB IN NN IN DT JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 VBZ JJ IN VBG PROTEINT0 NN IN NN IN NN VBD IN DT JJ NN IN PROTEINT1 NN TO DT NNP JJ JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT2 CC PROTEINT0 CC DT JJ NN TO JJ JJ NN VBN IN NN NNS
AIMed_d32@2	PRP VBP VBN RB IN NN IN DT JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 VBZ JJ IN VBG PROTEINT0 NN IN NN IN NN VBD IN DT JJ NN IN PROTEINT1 NN TO DT NNP JJ JJ NN IN DT PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT2 CC DT JJ NN TO JJ JJ NN VBN IN NN NNS
AIMed_d32@3	RB NN VBZ JJ NNS IN DT NN NN IN DT JJ NN IN DT PROTEINT1 VBD TO DT PROTEINT0 PROTEINT0 PROTEINT2 VBG IN NN VBZ RB JJ IN PROTEINT0 NN
AIMed_d32@3	RB NN VBZ JJ NNS IN DT NN NN IN DT JJ NN IN DT PROTEINT1 VBD TO DT PROTEINT0 PROTEINT0 PROTEINT0 VBG IN NN VBZ RB JJ IN PROTEINT2 NN
AIMed_d32@4	PRP VBD NN NN IN PROTEINT1 NNS WDT VBP PROTEINT2 IN DT JJ NN TO VB DT NN IN DT NNS IN CC PROTEINT0 CC PROTEINT0 NN
AIMed_d32@4	PRP VBD NN NN IN PROTEINT1 NNS WDT VBP PROTEINT0 IN DT JJ NN TO VB DT NN IN DT NNS IN CC PROTEINT2 CC PROTEINT0 NN
AIMed_d32@4	PRP VBD NN NN IN PROTEINT1 NNS WDT VBP PROTEINT0 IN DT JJ NN TO VB DT NN IN DT NNS IN CC PROTEINT0 CC PROTEINT2 NN
AIMed_d32@7	RB NN CC NN VBP JJ NN NNS IN CC PROTEINT1 CC PROTEINT0 RB IN DT NNS VBP DT NN CC JJ NN VBG IN DT NNS MD VB DT JJ NN IN DT PROTEINT2 IN JJ NN NN
AIMed_d32@7	RB NN CC NN VBP JJ NN NNS IN CC PROTEINT0 CC PROTEINT1 RB IN DT NNS VBP DT NN CC JJ NN VBG IN DT NNS MD VB DT JJ NN IN DT PROTEINT2 IN JJ NN NN
AIMed_d190@1	JJ NN NNS IN DT PROTEINT1 PROTEINT2 NN IN PROTEINT0 CC PROTEINT0 VBN JJ NN NN
AIMed_d190@3	IN DT JJ NN PRP VBD NN NN IN PROTEINT0 CC DT NN IN DT PROTEINT1 PROTEINT2 NN IN NN NNS IN NN IN JJ PROTEINT0 CC NN NN PROTEINT0 NNS VBG TO JJ NN NN
AIMed_d190@4	IN VBG DT NN NN JJ NN NN NN PRP VBD IN CC PROTEINT0 CC PROTEINT0 NNS RB PROTEINT1 CC PROTEINT0 VBP PROTEINT2 NN NN
AIMed_d190@4	IN VBG DT NN NN JJ NN NN NN PRP VBD IN CC PROTEINT0 CC PROTEINT0 NNS RB PROTEINT0 CC PROTEINT1 VBP PROTEINT2 NN NN
AIMed_d190@5	IN DT NNS DT NN NN PROTEINT1 RB VBZ DT JJ NN IN PROTEINT2 IN DT JJ NN NN
AIMed_d190@6	FW FW NNS VBD IN DT JJ PROTEINT1 PROTEINT2 NN VBZ IN DT PROTEINT0 NN NN IN DT PROTEINT0 VBN PROTEINT0
AIMed_d190@6	FW FW NNS VBD IN DT JJ PROTEINT0 PROTEINT0 NN VBZ IN DT PROTEINT1 NN NN IN DT PROTEINT0 VBN PROTEINT2
AIMed_d190@6	FW FW NNS VBD IN DT JJ PROTEINT0 PROTEINT0 NN VBZ IN DT PROTEINT0 NN NN IN DT PROTEINT1 VBN PROTEINT2
AIMed_d190@7	IN NN NN IN PROTEINT0 VBZ TO DT NN IN DT PROTEINT1 NN VBG PROTEINT2
AIMed_d190@8	FW FW CC FW FW NNS VBP DT NN IN PROTEINT0 VBZ DT NN IN PROTEINT1 IN PROTEINT2
AIMed_d190@9	RB PRP VBD IN IN PROTEINT0 NN DT PROTEINT1 PROTEINT2 NN VBZ PROTEINT0 RB IN PROTEINT0
AIMed_d190@9	RB PRP VBD IN IN PROTEINT0 NN DT PROTEINT0 PROTEINT0 NN VBZ PROTEINT1 RB IN PROTEINT2
AIMed_d190@10	IN NN DT PROTEINT1 NN NN PROTEINT2 VBD RB VBN IN PROTEINT0 NNS VBG IN PROTEINT0 PROTEINT0 CC PROTEINT0 PROTEINT0 VBP JJ IN JJ NNS
AIMed_d190@11	VBN RB PRP$ NNS VBP IN PROTEINT0 VBZ DT JJ NN IN VBG CC NN CC JJ NN NNS TO JJ NN NNS CC IN JJ NN NNS VBP IN PROTEINT1 PROTEINT2 NN WRB JJ CC NN NN NNS VBP VBN
AIMed_d141@5	PROTEINT0 VBZ DT JJ JJ NN IN NNS CC MD VB DT NN IN PROTEINT0 IN PROTEINT1 PROTEINT2 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT0 PROTEINT0 NNS
AIMed_d141@5	PROTEINT0 VBZ DT JJ JJ NN IN NNS CC MD VB DT NN IN PROTEINT0 IN PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT2 PROTEINT0 PROTEINT0 CC PROTEINT0 PROTEINT0 NNS
AIMed_d141@5	PROTEINT0 VBZ DT JJ JJ NN IN NNS CC MD VB DT NN IN PROTEINT0 IN PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT2 CC PROTEINT0 PROTEINT0 NNS
AIMed_d141@5	PROTEINT0 VBZ DT JJ JJ NN IN NNS CC MD VB DT NN IN PROTEINT0 IN PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT1 PROTEINT2 NNS
AIMed_d49@4	PROTEINT1 VBZ CD NN NN VBN IN DT PROTEINT2 NN CC PROTEINT0 PROTEINT0 PROTEINT0 IN PROTEINT0 VBZ RB TO PROTEINT0 PROTEINT0 CC PROTEINT0 CC VBZ RB IN PROTEINT0
AIMed_d49@4	PROTEINT1 VBZ CD NN NN VBN IN DT PROTEINT0 NN CC PROTEINT0 PROTEINT2 PROTEINT0 IN PROTEINT0 VBZ RB TO PROTEINT0 PROTEINT0 CC PROTEINT0 CC VBZ RB IN PROTEINT0
AIMed_d49@4	PROTEINT1 VBZ CD NN NN VBN IN DT PROTEINT0 NN CC PROTEINT0 PROTEINT0 PROTEINT2 IN PROTEINT0 VBZ RB TO PROTEINT0 PROTEINT0 CC PROTEINT0 CC VBZ RB IN PROTEINT0
AIMed_d49@4	PROTEINT0 VBZ CD NN NN VBN IN DT PROTEINT0 NN CC PROTEINT0 PROTEINT0 PROTEINT0 IN PROTEINT1 VBZ RB TO PROTEINT2 PROTEINT0 CC PROTEINT0 CC VBZ RB IN PROTEINT0
AIMed_d49@4	PROTEINT0 VBZ CD NN NN VBN IN DT PROTEINT0 NN CC PROTEINT0 PROTEINT0 PROTEINT0 IN PROTEINT1 VBZ RB TO PROTEINT0 PROTEINT2 CC PROTEINT0 CC VBZ RB IN PROTEINT0
AIMed_d49@4	PROTEINT0 VBZ CD NN NN VBN IN DT PROTEINT0 NN CC PROTEINT0 PROTEINT0 PROTEINT0 IN PROTEINT1 VBZ RB TO PROTEINT0 PROTEINT0 CC PROTEINT2 CC VBZ RB IN PROTEINT0
AIMed_d49@4	PROTEINT0 VBZ CD NN NN VBN IN DT PROTEINT0 NN CC PROTEINT0 PROTEINT0 PROTEINT0 IN PROTEINT1 VBZ RB TO PROTEINT0 PROTEINT0 CC PROTEINT0 CC VBZ RB IN PROTEINT2
AIMed_d49@6	PROTEINT1 VBZ DT JJ NN RB RB IN DT NN WDT VBZ NN IN PROTEINT2
AIMed_d49@7	DT NNS WDT VBP IN PROTEINT1 PRP$ JJ NN TO PROTEINT2 VBP RB VBN VBN
AIMed_d49@8	IN VBG NN NN CC JJ NN PRP VBP VBN IN DT NN VBG DT NN NNS IN PROTEINT1 VBZ TO JJ NN NN NN CC VBZ JJ IN PROTEINT2 NN
AIMed_d49@9	NN IN DT NN IN DT JJ NN IN PROTEINT0 RB VBD CC DT NN IN PROTEINT1 IN PROTEINT2 CC PRP$ JJ NN CC VBD RB VB IN DT NN TO VB PROTEINT0
AIMed_d49@11	DT JJ NN NN JJ PROTEINT0 NN VBD PROTEINT1 IN NN IN PROTEINT2 CC IN PROTEINT0
AIMed_d49@11	DT JJ NN NN JJ PROTEINT0 NN VBD PROTEINT1 IN NN IN PROTEINT0 CC IN PROTEINT2
AIMed_d98@8	PROTEINT1 WDT VBZ VBN TO VB CD NNS VBZ RB VBN VBN TO VB IN PROTEINT2 CC TO VB PRP$ NN NN
AIMed_d98@10	RB NN MD VB DT NN IN PROTEINT1 IN PROTEINT2 FW FW VBG IN DT NN IN JJ NN CC DT NN NN NN
AIMed_d35@9	NN NN PROTEINT1 VBN NNS FW FW IN JJ NN PROTEINT2 PROTEINT0 WDT VBZ VBN TO VB NNS IN NN NN NNS CC NN CC VBP NN NN CC NN NN
AIMed_d35@9	NN NN PROTEINT1 VBN NNS FW FW IN JJ NN PROTEINT0 PROTEINT2 WDT VBZ VBN TO VB NNS IN NN NN NNS CC NN CC VBP NN NN CC NN NN
AIMed_d197@1	NN IN DT JJ PROTEINT1 JJ PROTEINT2 PROTEINT0 NN NN NN IN DT JJ NN NN VBN NN IN NN
AIMed_d197@2	DT NN IN PROTEINT1 PROTEINT0 CC PROTEINT0 PROTEINT2 PROTEINT0 VBZ DT JJ CC RBS JJ NN IN DT PROTEINT0 NN NN
AIMed_d197@2	DT NN IN PROTEINT1 PROTEINT0 CC PROTEINT0 PROTEINT0 PROTEINT2 VBZ DT JJ CC RBS JJ NN IN DT PROTEINT0 NN NN
AIMed_d197@2	DT NN IN PROTEINT0 PROTEINT1 CC PROTEINT0 PROTEINT2 PROTEINT0 VBZ DT JJ CC RBS JJ NN IN DT PROTEINT0 NN NN
AIMed_d197@2	DT NN IN PROTEINT0 PROTEINT0 CC PROTEINT1 PROTEINT0 PROTEINT2 VBZ DT JJ CC RBS JJ NN IN DT PROTEINT0 NN NN
AIMed_d197@4	PRP VBD DT JJ PROTEINT1 PROTEINT0 PROTEINT2 NN NN IN DT NN IN JJ NN CC JJ NN
AIMed_d197@4	PRP VBD DT JJ PROTEINT0 PROTEINT1 PROTEINT2 NN NN IN DT NN IN JJ NN CC JJ NN
AIMed_d197@7	VBG DT NN PRP VBD IN PROTEINT1 CC PROTEINT2 NNS VBN TO VB IN DT NN NN CC TO VB IN DT JJ
AIMed_d197@8	PRP VBD DT NN IN DT NNS TO VB DT PROTEINT1 PROTEINT2 NN CC PRP$ NN TO VB DT NN
AIMed_d208@7	DT NN IN NNS IN DT NN NNS CC DT NN IN DT JJ NNS VBN IN PRP$ NN NNS VBZ VBN DT JJ NN IN NNS PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 CC NNS VBN IN DT IN DT PROTEINT2 CC PROTEINT0 NNS IN DT NN NN CC IN JJ NNS IN DT NN NN NN
AIMed_d208@7	DT NN IN NNS IN DT NN NNS CC DT NN IN DT JJ NNS VBN IN PRP$ NN NNS VBZ VBN DT JJ NN IN NNS PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 CC NNS VBN IN DT IN DT PROTEINT0 CC PROTEINT2 NNS IN DT NN NN CC IN JJ NNS IN DT NN NN NN
AIMed_d208@7	DT NN IN NNS IN DT NN NNS CC DT NN IN DT JJ NNS VBN IN PRP$ NN NNS VBZ VBN DT JJ NN IN NNS PROTEINT0 PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 CC NNS VBN IN DT IN DT PROTEINT2 CC PROTEINT0 NNS IN DT NN NN CC IN JJ NNS IN DT NN NN NN
AIMed_d208@7	DT NN IN NNS IN DT NN NNS CC DT NN IN DT JJ NNS VBN IN PRP$ NN NNS VBZ VBN DT JJ NN IN NNS PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT0 CC NNS VBN IN DT IN DT PROTEINT2 CC PROTEINT0 NNS IN DT NN NN CC IN JJ NNS IN DT NN NN NN
AIMed_d208@7	DT NN IN NNS IN DT NN NNS CC DT NN IN DT JJ NNS VBN IN PRP$ NN NNS VBZ VBN DT JJ NN IN NNS PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT0 CC NNS VBN IN DT IN DT PROTEINT0 CC PROTEINT2 NNS IN DT NN NN CC IN JJ NNS IN DT NN NN NN
AIMed_d208@7	DT NN IN NNS IN DT NN NNS CC DT NN IN DT JJ NNS VBN IN PRP$ NN NNS VBZ VBN DT JJ NN IN NNS PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT0 CC NNS VBN IN DT IN DT PROTEINT2 CC PROTEINT0 NNS IN DT NN NN CC IN JJ NNS IN DT NN NN NN
AIMed_d208@7	DT NN IN NNS IN DT NN NNS CC DT NN IN DT JJ NNS VBN IN PRP$ NN NNS VBZ VBN DT JJ NN IN NNS PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT0 CC NNS VBN IN DT IN DT PROTEINT0 CC PROTEINT2 NNS IN DT NN NN CC IN JJ NNS IN DT NN NN NN
AIMed_d208@7	DT NN IN NNS IN DT NN NNS CC DT NN IN DT JJ NNS VBN IN PRP$ NN NNS VBZ VBN DT JJ NN IN NNS PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT1 CC NNS VBN IN DT IN DT PROTEINT2 CC PROTEINT0 NNS IN DT NN NN CC IN JJ NNS IN DT NN NN NN
AIMed_d208@7	DT NN IN NNS IN DT NN NNS CC DT NN IN DT JJ NNS VBN IN PRP$ NN NNS VBZ VBN DT JJ NN IN NNS PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT1 CC NNS VBN IN DT IN DT PROTEINT0 CC PROTEINT2 NNS IN DT NN NN CC IN JJ NNS IN DT NN NN NN
AIMed_d163@3	DT NN PROTEINT1 PROTEINT0 VBD VBN IN DT JJ NN NN WDT VBD TO DT NN IN DT PROTEINT2 PROTEINT0 VBG DT JJ VBG NN
AIMed_d163@3	DT NN PROTEINT1 PROTEINT0 VBD VBN IN DT JJ NN NN WDT VBD TO DT NN IN DT PROTEINT0 PROTEINT2 VBG DT JJ VBG NN
AIMed_d163@3	DT NN PROTEINT0 PROTEINT1 VBD VBN IN DT JJ NN NN WDT VBD TO DT NN IN DT PROTEINT2 PROTEINT0 VBG DT JJ VBG NN
AIMed_d163@3	DT NN PROTEINT0 PROTEINT1 VBD VBN IN DT JJ NN NN WDT VBD TO DT NN IN DT PROTEINT0 PROTEINT2 VBG DT JJ VBG NN
AIMed_d164@2	DT NN NN NN NN NN JJ NN VBZ DT NN IN NNS IN CD CC CD NN PROTEINT1 CC PROTEINT2
AIMed_d118@1	DT PROTEINT1 NN IN JJ NNS VBZ NN NN IN NN IN PROTEINT2
AIMed_d118@4	IN JJ JJ NNS CC RB IN JJ NN NNS PROTEINT1 VBZ IN DT JJ NN IN DT NN DT NN CC DT PROTEINT2 PROTEINT0
AIMed_d118@4	IN JJ JJ NNS CC RB IN JJ NN NNS PROTEINT1 VBZ IN DT JJ NN IN DT NN DT NN CC DT PROTEINT0 PROTEINT2
AIMed_d118@6	RB PRP VBP JJ NN CD NN NN FW FW TO VB IN PROTEINT1 RB VBZ PROTEINT2 JJ NN NN IN DT NN IN DT NN
AIMed_d118@7	RB PROTEINT1 VBZ DT NN IN PROTEINT2 TO VB PROTEINT0 DT JJ JJ NN NN
AIMed_d118@7	RB PROTEINT0 VBZ DT NN IN PROTEINT1 TO VB PROTEINT2 DT JJ JJ NN NN
AIMed_d118@8	DT NN VBZ IN DT JJ NN IN PROTEINT1 CC PROTEINT2
AIMed_d201@4	PRP$ NN IN PROTEINT1 RB VBZ IN PROTEINT2 PROTEINT0 DT JJ NN IN NN NNS VBZ IN PROTEINT0 RB VBZ DT NN IN NN NN NNP NNP NNP NNP NNP NNP NNP CC NNP NNP CD NNP NNP CD CD
AIMed_d201@4	PRP$ NN IN PROTEINT1 RB VBZ IN PROTEINT0 PROTEINT2 DT JJ NN IN NN NNS VBZ IN PROTEINT0 RB VBZ DT NN IN NN NN NNP NNP NNP NNP NNP NNP NNP CC NNP NNP CD NNP NNP CD CD
AIMed_d201@7	NN IN DT NN NNS IN DT CD NNS VBD IN PROTEINT1 PROTEINT2 CC PROTEINT0 DT VBZ CD NN NNS IN DT JJ CD NNS
AIMed_d201@9	DT PROTEINT1 NN NNS WDT VBD RB JJ NN NN VBD VBN NN NN IN CC PROTEINT0 CC PROTEINT2 IN DT RB JJ NN VBG IN PROTEINT0 NN VBZ DT NNS IN CC PROTEINT0 CC PROTEINT0
AIMed_d201@9	DT PROTEINT0 NN NNS WDT VBD RB JJ NN NN VBD VBN NN NN IN CC PROTEINT0 CC PROTEINT0 IN DT RB JJ NN VBG IN PROTEINT1 NN VBZ DT NNS IN CC PROTEINT2 CC PROTEINT0
AIMed_d65@1	NN NN IN NN NNS PROTEINT1 PROTEINT2 CC PROTEINT0 PROTEINT0 VBZ NN NN NN
AIMed_d65@1	NN NN IN NN NNS PROTEINT0 PROTEINT0 CC PROTEINT1 PROTEINT2 VBZ NN NN NN
AIMed_d116@1	NN IN NN NN CD NN NN PROTEINT1 VBN IN PROTEINT2 NN NN
AIMed_d116@4	RB PRP VBP IN CD EX VBZ DT NN IN PROTEINT0 NN IN DT NNS IN VBN NN NNS WDT VBZ IN NN IN NN NN CD NN IN PROTEINT0 TO DT FW FW NN NN VBZ NN IN NN NN CD CD DT NN VBZ DT JJ PROTEINT0 NN CC CD PROTEINT1 RB VBZ DT NN IN DT NN NN CD NN NN PROTEINT2 PROTEINT0 FW FW
AIMed_d116@4	RB PRP VBP IN CD EX VBZ DT NN IN PROTEINT0 NN IN DT NNS IN VBN NN NNS WDT VBZ IN NN IN NN NN CD NN IN PROTEINT0 TO DT FW FW NN NN VBZ NN IN NN NN CD CD DT NN VBZ DT JJ PROTEINT0 NN CC CD PROTEINT1 RB VBZ DT NN IN DT NN NN CD NN NN PROTEINT0 PROTEINT2 FW FW
AIMed_d116@5	DT JJ NN VBD VBN IN NN NN CC NN WDT VBD DT NN IN PROTEINT1 CC PROTEINT2
AIMed_d111@3	DT JJ JJ NN NN PROTEINT1 VBZ DT JJ JJ PROTEINT2 NN NN NN
AIMed_d111@5	NN JJ NN NN CC JJ NN VBD VBN TO VB DT JJ NN IN DT NN CC PROTEINT1 NN NNS IN PROTEINT2
AIMed_d111@10	RB JJ JJ NN NNS IN NN CC NN VBP JJ NNS IN VBG PROTEINT1 PROTEINT2 NNS
AIMed_d111@12	JJ JJ NNS RB VBP DT NN IN PROTEINT1 NNS IN DT PROTEINT2 NN NN
AIMed_d111@13	NN IN NN IN NN VBD DT JJ PROTEINT1 NN WDT VBZ PROTEINT2 RB CD RB RB IN JJ PROTEINT0
AIMed_d124@2	DT NN PROTEINT1 DT JJ NN IN NN CC NN VBZ IN PROTEINT2 NNS CD
AIMed_d57@1	NN IN DT NN NN IN PROTEINT1 PROTEINT2 CC PROTEINT0 IN DT JJ NN
AIMed_d57@2	DT NN NN NN NN WDT VBZ VBN VBN TO VB JJ NNS IN NN NNS CC DT JJ NN NN NN PROTEINT0 VBZ VBN VBN RB TO VB NNS IN DT PROTEINT1 NN NN CC PROTEINT2
AIMed_d57@3	NN NN VBZ NNS IN PROTEINT1 CC DT JJ NN IN NNP NN NN PROTEINT2 WDT VBZ RB JJ IN NN RB RB IN DT NN NN NN
AIMed_d57@4	IN NN PROTEINT1 IN DT NN NNS IN JJ PROTEINT2 IN WDT RB DT JJ NN VBZ RB VBN IN NN IN DT JJ NN NN CC IN DT JJ NN PROTEINT0 WDT VBZ RB VBN VBN IN NN IN DT NN IN DT JJ NN NN IN PROTEINT0
AIMed_d57@4	IN NN PROTEINT1 IN DT NN NNS IN JJ PROTEINT0 IN WDT RB DT JJ NN VBZ RB VBN IN NN IN DT JJ NN NN CC IN DT JJ NN PROTEINT2 WDT VBZ RB VBN VBN IN NN IN DT NN IN DT JJ NN NN IN PROTEINT0
AIMed_d57@6	DT JJ CC VBN PROTEINT1 PROTEINT2 NNS VBP JJ JJ NN CC IN NN NN NNS PRP VBP VBN IN NN
AIMed_d57@7	IN RB VBN IN NN JJ NN NN NN NNS DT VBN PROTEINT1 NN NN VBZ PROTEINT2 WDT VBZ DT JJ NN IN VBG DT NN NN NN VBN IN PROTEINT0 NN
AIMed_d158@2	DT NN NN IN PROTEINT1 PROTEINT0 VBZ JJ NN NNS VBG TO NN CC PROTEINT0 NN IN PRP$ NN IN DT NN NN NN PROTEINT2
AIMed_d158@2	DT NN NN IN PROTEINT0 PROTEINT1 VBZ JJ NN NNS VBG TO NN CC PROTEINT0 NN IN PRP$ NN IN DT NN NN NN PROTEINT2
AIMed_d158@3	RB PRP VBP IN PROTEINT1 VBZ RB IN PROTEINT2 DT NN NN NN WDT VBD VBN RB TO VB IN PROTEINT0 NN
AIMed_d158@3	RB PRP VBP IN PROTEINT0 VBZ RB IN PROTEINT1 DT NN NN NN WDT VBD VBN RB TO VB IN PROTEINT2 NN
AIMed_d189@1	NNS IN PROTEINT1 IN PROTEINT2 PROTEINT0 PROTEINT0 CC PROTEINT0 NNS IN DT NN JJ NN
AIMed_d189@1	NNS IN PROTEINT1 IN PROTEINT0 PROTEINT2 PROTEINT0 CC PROTEINT0 NNS IN DT NN JJ NN
AIMed_d189@1	NNS IN PROTEINT1 IN PROTEINT0 PROTEINT0 PROTEINT2 CC PROTEINT0 NNS IN DT NN JJ NN
AIMed_d189@1	NNS IN PROTEINT1 IN PROTEINT0 PROTEINT0 PROTEINT0 CC PROTEINT2 NNS IN DT NN JJ NN
AIMed_d189@4	VBG DT JJ PROTEINT0 NN IN DT NN IN DT NN JJ NN PRP VBP VBN DT JJ NN IN NN PROTEINT0 VBN PROTEINT1 WDT VBZ IN PROTEINT2 PROTEINT0 PROTEINT0 CC DT JJ NN PROTEINT0
AIMed_d189@4	VBG DT JJ PROTEINT0 NN IN DT NN IN DT NN JJ NN PRP VBP VBN DT JJ NN IN NN PROTEINT0 VBN PROTEINT1 WDT VBZ IN PROTEINT0 PROTEINT2 PROTEINT0 CC DT JJ NN PROTEINT0
AIMed_d189@4	VBG DT JJ PROTEINT0 NN IN DT NN IN DT NN JJ NN PRP VBP VBN DT JJ NN IN NN PROTEINT0 VBN PROTEINT1 WDT VBZ IN PROTEINT0 PROTEINT0 PROTEINT2 CC DT JJ NN PROTEINT0
AIMed_d189@4	VBG DT JJ PROTEINT0 NN IN DT NN IN DT NN JJ NN PRP VBP VBN DT JJ NN IN NN PROTEINT0 VBN PROTEINT1 WDT VBZ IN PROTEINT0 PROTEINT0 PROTEINT0 CC DT JJ NN PROTEINT2
AIMed_d189@6	DT NN IN PROTEINT1 IN PROTEINT2 VBZ VBN IN PROTEINT0 NN NN NN
AIMed_d123@1	NN IN DT NN IN PROTEINT1 CC DT PROTEINT2 IN VBG DT JJ NN
AIMed_d123@2	PROTEINT1 PROTEINT0 VBZ DT JJ NN IN DT PROTEINT2 CC VBZ VBN VBN IN PROTEINT0 NN
AIMed_d123@2	PROTEINT0 PROTEINT1 VBZ DT JJ NN IN DT PROTEINT2 CC VBZ VBN VBN IN PROTEINT0 NN
AIMed_d123@3	IN PROTEINT1 VBZ VBN TO VB IN DT PROTEINT0 PROTEINT2 DT NN IN DT NN VBZ RB VBN VBN
AIMed_d123@4	IN DT NN PRP VBD DT JJ NN IN JJ NN IN DT NN NNP NNP TO VB DT NN IN JJ PROTEINT1 CC DT PROTEINT0 PROTEINT2
AIMed_d123@5	PRP VBP IN PROTEINT1 VBZ DT JJ NN IN DT JJ NN IN DT PROTEINT2 WRB DT VBP VBN IN JJ NNS IN NN NNS
AIMed_d81@1	PROTEINT1 DT JJ NN VBG DT NN NN WDT VBZ IN PROTEINT2 PROTEINT0 PROTEINT0 IN NN CC VBZ NN NN
AIMed_d81@1	PROTEINT1 DT JJ NN VBG DT NN NN WDT VBZ IN PROTEINT0 PROTEINT2 PROTEINT0 IN NN CC VBZ NN NN
AIMed_d81@1	PROTEINT1 DT JJ NN VBG DT NN NN WDT VBZ IN PROTEINT0 PROTEINT0 PROTEINT2 IN NN CC VBZ NN NN
AIMed_d81@3	VBG DT JJ NN VBN IN JJ NN IN NN PRP VBP VBN CD NN NNS WDT VBP IN DT JJ NN IN PROTEINT1 PROTEINT2 PRP CC DT JJ CD NN NN PRP VBP VBN PROTEINT0 IN PROTEINT0
AIMed_d81@3	VBG DT JJ NN VBN IN JJ NN IN NN PRP VBP VBN CD NN NNS WDT VBP IN DT JJ NN IN PROTEINT1 PROTEINT0 PRP CC DT JJ CD NN NN PRP VBP VBN PROTEINT2 IN PROTEINT0
AIMed_d81@3	VBG DT JJ NN VBN IN JJ NN IN NN PRP VBP VBN CD NN NNS WDT VBP IN DT JJ NN IN PROTEINT1 PROTEINT0 PRP CC DT JJ CD NN NN PRP VBP VBN PROTEINT0 IN PROTEINT2
AIMed_d81@4	PROTEINT1 RB VBZ RB IN DT PROTEINT0 NN NN NN NN PROTEINT2 JJ NN CC RB IN DT JJ NN IN PROTEINT0 VBG TO DT JJ NN NN
AIMed_d50@3	RB PRP RB VBD DT JJ NN NN IN PROTEINT1 IN PROTEINT2 IN CD JJ NNS TO NN CC JJ NNS
AIMed_d50@6	RB DT PROTEINT1 NN NN VBZ DT JJS JJ JJ NN IN PROTEINT2
AIMed_d180@3	PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT0 DT PROTEINT2 PROTEINT0 NN JJ IN DT NN CC NN IN JJ NNS VBZ VBN VBN FW FW IN JJ NN NN NNS
AIMed_d180@3	PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT0 DT PROTEINT0 PROTEINT2 NN JJ IN DT NN CC NN IN JJ NNS VBZ VBN VBN FW FW IN JJ NN NN NNS
AIMed_d180@3	PROTEINT0 PROTEINT1 PROTEINT0 PROTEINT0 DT PROTEINT2 PROTEINT0 NN JJ IN DT NN CC NN IN JJ NNS VBZ VBN VBN FW FW IN JJ NN NN NNS
AIMed_d180@3	PROTEINT0 PROTEINT1 PROTEINT0 PROTEINT0 DT PROTEINT0 PROTEINT2 NN JJ IN DT NN CC NN IN JJ NNS VBZ VBN VBN FW FW IN JJ NN NN NNS
AIMed_d180@3	PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT0 DT PROTEINT2 PROTEINT0 NN JJ IN DT NN CC NN IN JJ NNS VBZ VBN VBN FW FW IN JJ NN NN NNS
AIMed_d180@3	PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT0 DT PROTEINT0 PROTEINT2 NN JJ IN DT NN CC NN IN JJ NNS VBZ VBN VBN FW FW IN JJ NN NN NNS
AIMed_d180@3	PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT1 DT PROTEINT2 PROTEINT0 NN JJ IN DT NN CC NN IN JJ NNS VBZ VBN VBN FW FW IN JJ NN NN NNS
